symbol,date,open,high,low,close,adj_close,volume
BHARTIARTL,2018-08-12 18:30:00,368.9,375.75,363.0,370.15,370.15,3817525
BHARTIARTL,2018-08-09 18:30:00,368.2,374.8,365.1,369.8,369.8,4046462
BHARTIARTL,2018-08-08 18:30:00,386.3,386.3,364.5,367.05,367.05,11040336
BHARTIARTL,2018-08-07 18:30:00,380.1,387.9,373.4,385.3,385.3,2993950
BHARTIARTL,2018-08-06 18:30:00,385.75,386.8,379.25,381.9,381.9,2190884
SBIN,2018-08-12 18:30:00,296.0,302.8,291.1,294.15,294.15,58127432
SBIN,2018-08-12 18:30:00,11044.0,11057.5,11000.0,11034.24,11034.24,268
SBIN,2018-08-12 18:30:00,10665.0,10665.0,10665.0,10665.0,10665.0,9
SBIN,2018-08-09 18:30:00,11060.0,11100.0,10995.0,11044.6,11044.6,351
SBIN,2018-08-09 18:30:00,10859.9,10860.0,10770.0,10775.39,10775.39,95
SBIN,2018-08-09 18:30:00,317.65,326.4,300.5,304.45,304.45,111510771
SBIN,2018-08-09 18:30:00,10735.0,10735.0,10730.0,10730.0,10730.0,17
SBIN,2018-08-08 18:30:00,10730.0,10730.0,10730.0,10730.0,10730.0,15
SBIN,2018-08-08 18:30:00,10839.0,10875.0,10810.01,10874.99,10874.99,26
SBIN,2018-08-08 18:30:00,11052.0,11159.0,11052.0,11074.15,11074.15,340
SBIN,2018-08-08 18:30:00,312.95,319.85,310.15,317.4,317.4,46464355
SBIN,2018-08-07 18:30:00,10950.0,11100.0,10950.0,11097.52,11097.52,266
SBIN,2018-08-07 18:30:00,10800.0,10801.0,10800.0,10801.0,10801.0,54
SBIN,2018-08-07 18:30:00,304.05,310.9,303.05,308.7,308.7,20498279
SBIN,2018-08-07 18:30:00,10720.0,10720.0,10720.0,10720.0,10720.0,49
SBIN,2018-08-06 18:30:00,309.85,311.7,303.05,304.05,304.05,23929123
SBIN,2018-08-06 18:30:00,10655.0,10655.0,10655.0,10655.0,10655.0,1
SBIN,2018-08-06 18:30:00,10751.0,10800.0,10751.0,10787.0,10787.0,12
SBIN,2018-08-06 18:30:00,10950.0,11084.0,10950.0,11064.82,11064.82,538
ADANIENT,2018-08-12 18:30:00,196.0,198.8,192.75,194.4,194.4,7193016
ADANIENT,2018-08-09 18:30:00,199.65,201.9,196.1,199.15,199.15,9286699
ADANIENT,2018-08-08 18:30:00,204.0,206.9,198.2,200.35,200.35,15237502
ADANIENT,2018-08-07 18:30:00,182.05,208.7,179.0,199.65,199.65,35491149
ADANIENT,2018-08-06 18:30:00,197.0,197.3,186.65,190.15,190.15,13606741
TMPV,2018-08-12 18:30:00,249.25,249.7,243.1,248.7,248.7,13877900
TMPV,2018-08-09 18:30:00,257.25,258.65,249.55,250.1,250.1,14606037
TMPV,2018-08-08 18:30:00,256.65,260.4,255.5,257.85,257.85,7777719
TMPV,2018-08-07 18:30:00,253.5,258.25,251.85,255.15,255.15,16125867
TMPV,2018-08-06 18:30:00,255.2,256.0,250.55,251.6,251.6,14490829
RELIANCE,2018-08-12 18:30:00,1197.55,1199.95,1182.7,1187.7,1187.7,4668159
RELIANCE,2018-08-09 18:30:00,1211.0,1215.0,1202.3,1204.2,1204.2,3581210
RELIANCE,2018-08-08 18:30:00,1221.5,1231.7,1212.0,1217.95,1217.95,6846928
RELIANCE,2018-08-07 18:30:00,1185.0,1222.5,1185.0,1217.7,1217.7,7912437
RELIANCE,2018-08-06 18:30:00,1194.9,1201.4,1177.0,1184.2,1184.2,4059460
MUTHOOTFIN,2018-08-12 18:30:00,992.9,992.9,992.9,992.9,992.9,4
MUTHOOTFIN,2018-08-12 18:30:00,1950.0,1965.0,1950.0,1965.0,1965.0,830
MUTHOOTFIN,2018-08-12 18:30:00,411.6,416.05,405.2,411.3,411.3,282779
MUTHOOTFIN,2018-08-09 18:30:00,430.0,430.0,409.8,413.2,413.2,469306
MUTHOOTFIN,2018-08-08 18:30:00,420.0,428.0,420.0,426.3,426.3,534304
MUTHOOTFIN,2018-08-08 18:30:00,995.5,995.5,995.5,995.5,995.5,9
MUTHOOTFIN,2018-08-07 18:30:00,997.05,997.05,990.0,990.0,990.0,135
MUTHOOTFIN,2018-08-07 18:30:00,421.0,427.7,416.0,419.95,419.95,543828
MUTHOOTFIN,2018-08-06 18:30:00,1006.5,1006.5,1006.5,1006.5,1006.5,10
MUTHOOTFIN,2018-08-06 18:30:00,1867.5,1948.0,1867.5,1947.97,1947.97,35
MUTHOOTFIN,2018-08-06 18:30:00,427.8,431.3,417.3,420.1,420.1,467110
BSE,2018-08-12 18:30:00,782.0,783.95,775.0,777.5,777.5,82550
BSE,2018-08-09 18:30:00,792.0,801.0,786.15,787.45,787.45,100352
BSE,2018-08-08 18:30:00,792.0,799.9,792.0,795.4,795.4,57754
BSE,2018-08-07 18:30:00,799.15,802.0,792.3,793.85,793.85,75037
BSE,2018-08-06 18:30:00,810.1,814.05,795.0,798.35,798.35,101519
ADANIGREEN,2018-08-12 18:30:00,62.7,62.7,62.7,62.7,62.7,262033
ADANIGREEN,2018-08-09 18:30:00,61.55,66.0,60.1,66.0,66.0,3789655
ADANIGREEN,2018-08-08 18:30:00,62.9,62.9,62.9,62.9,62.9,130477
ADANIGREEN,2018-08-07 18:30:00,66.2,66.2,66.2,66.2,66.2,71603
ADANIGREEN,2018-08-06 18:30:00,71.3,73.0,69.65,69.65,69.65,1031500
HDFCBANK,2018-08-12 18:30:00,2084.0,2103.95,2080.0,2091.65,2091.65,2513563
HDFCBANK,2018-08-09 18:30:00,2123.5,2123.8,2098.0,2114.45,2114.45,1360735
HDFCBANK,2018-08-08 18:30:00,2142.0,2142.0,2094.65,2118.5,2118.5,2236102
HDFCBANK,2018-08-07 18:30:00,2135.85,2151.8,2133.05,2136.35,2136.35,2486345
HDFCBANK,2018-08-06 18:30:00,2125.0,2134.5,2108.0,2130.9,2130.9,1857114
MCX,2018-08-12 18:30:00,852.95,862.4,837.05,852.6,852.6,338990
MCX,2018-08-09 18:30:00,875.95,879.8,848.0,852.45,852.45,323857
MCX,2018-08-08 18:30:00,878.8,887.95,867.2,879.15,879.15,279845
MCX,2018-08-07 18:30:00,880.4,888.0,870.7,875.3,875.3,174545
MCX,2018-08-06 18:30:00,891.0,898.2,869.65,884.8,884.8,383828
INFY,2018-08-12 18:30:00,1390.0,1409.85,1378.7,1408.75,1408.75,4989873
INFY,2018-08-09 18:30:00,1385.8,1389.0,1373.05,1385.45,1385.45,2389760
INFY,2018-08-08 18:30:00,1373.65,1389.45,1373.65,1379.95,1379.95,3204762
INFY,2018-08-07 18:30:00,1371.8,1372.5,1353.3,1362.75,1362.75,1996179
INFY,2018-08-06 18:30:00,1374.0,1379.95,1360.65,1367.95,1367.95,3675764
ICICIBANK,2018-08-12 18:30:00,324.0,327.45,322.0,324.9,324.9,15332907
ICICIBANK,2018-08-09 18:30:00,334.05,340.3,325.35,328.6,328.6,36321097
ICICIBANK,2018-08-08 18:30:00,320.25,345.85,320.25,333.0,333.0,76423347
ICICIBANK,2018-08-07 18:30:00,313.0,320.0,308.25,318.7,318.7,17916047
ICICIBANK,2018-08-06 18:30:00,313.95,318.15,310.4,313.15,313.15,20751145
HAL,2018-08-12 18:30:00,956.85,999.0,956.85,983.85,983.85,72261
HAL,2018-08-09 18:30:00,986.0,988.0,968.8,976.8,976.8,15756
HAL,2018-08-08 18:30:00,965.0,1013.0,960.15,986.1,986.1,52752
HAL,2018-08-07 18:30:00,981.95,984.0,966.05,972.65,972.65,15809
HAL,2018-08-06 18:30:00,945.0,1002.4,945.0,973.2,973.2,59419
ADANIPORTS,2018-08-12 18:30:00,378.0,379.6,374.65,377.15,377.15,1438549
ADANIPORTS,2018-08-09 18:30:00,377.3,382.1,376.0,379.3,379.3,1142258
ADANIPORTS,2018-08-08 18:30:00,376.0,381.0,371.55,378.0,378.0,1992284
ADANIPORTS,2018-08-07 18:30:00,375.0,376.55,369.65,374.6,374.6,3276532
