symbol,date,open,high,low,close,adj_close,volume
BHARTIARTL,2025-12-28 18:30:00,2105.4,2112.7,2079.4,2081.6,2081.6,2371034
BHARTIARTL,2025-12-25 18:30:00,2123.0,2123.0,2101.8,2105.4,2105.4,1297870
BHARTIARTL,2025-12-23 18:30:00,2111.0,2137.2,2111.0,2123.7,2123.7,3145464
BHARTIARTL,2025-12-22 18:30:00,2157.0,2164.0,2119.2,2122.9,2122.9,4110853
SBIN,2025-12-28 18:30:00,966.9,968.9,961.45,965.05,965.05,5267233
SBIN,2025-12-25 18:30:00,968.95,971.0,964.75,966.3,966.3,3286321
SBIN,2025-12-23 18:30:00,973.2,977.3,967.5,968.95,968.95,4105643
SBIN,2025-12-22 18:30:00,976.3,977.55,970.7,971.9,971.9,5123287
ADANIENT,2025-12-28 18:30:00,2232.0,2238.2,2196.0,2203.2,2203.2,690691
ADANIENT,2025-12-25 18:30:00,2229.3,2250.9,2218.0,2229.9,2229.9,566237
ADANIENT,2025-12-23 18:30:00,2250.0,2258.8,2217.4,2222.7,2222.7,825693
ADANIENT,2025-12-22 18:30:00,2272.5,2273.6,2245.0,2248.8,2248.8,450112
TMPV,2025-12-28 18:30:00,358.5,362.8,357.85,358.6,358.6,10050266
TMPV,2025-12-25 18:30:00,359.2,360.4,354.7,358.8,358.8,8589856
TMPV,2025-12-23 18:30:00,364.0,364.9,358.55,359.2,359.2,9212351
TMPV,2025-12-22 18:30:00,361.0,366.75,357.65,363.25,363.25,11885576
RELIANCE,2025-12-28 18:30:00,1554.9,1558.1,1543.6,1545.6,1545.6,5972105
RELIANCE,2025-12-25 18:30:00,1554.7,1561.0,1554.3,1559.2,1559.2,2311495
RELIANCE,2025-12-23 18:30:00,1572.7,1575.7,1553.6,1558.2,1558.2,8815745
RELIANCE,2025-12-22 18:30:00,1580.9,1580.9,1568.1,1570.7,1570.7,7506564
MUTHOOTFIN,2025-12-28 18:30:00,3812.0,3826.9,3725.6,3736.5,3736.5,228650
MUTHOOTFIN,2025-12-25 18:30:00,3824.0,3845.0,3785.0,3797.0,3797.0,218879
MUTHOOTFIN,2025-12-23 18:30:00,3820.0,3890.0,3790.0,3804.7,3804.7,622859
MUTHOOTFIN,2025-12-22 18:30:00,3801.2,3819.9,3770.0,3808.2,3808.2,290999
BSE,2025-12-28 18:30:00,2650.0,2668.6,2621.0,2628.3,2628.3,2577976
BSE,2025-12-25 18:30:00,2671.4,2689.3,2636.0,2649.0,2649.0,2791648
BSE,2025-12-23 18:30:00,2739.1,2749.0,2665.2,2670.9,2670.9,3419371
BSE,2025-12-22 18:30:00,2778.7,2800.0,2715.0,2737.5,2737.5,3825412
ADANIGREEN,2025-12-28 18:30:00,1018.1,1019.8,1000.0,1001.9,1001.9,830063
ADANIGREEN,2025-12-25 18:30:00,1015.0,1027.0,1011.5,1018.1,1018.1,834022
ADANIGREEN,2025-12-23 18:30:00,1018.0,1024.3,1012.2,1015.0,1015.0,835848
ADANIGREEN,2025-12-22 18:30:00,1021.8,1027.0,1013.3,1016.9,1016.9,829273
HDFCBANK,2025-12-28 18:30:00,993.1,997.4,987.2,991.7,991.7,13545749
HDFCBANK,2025-12-25 18:30:00,996.0,997.2,987.7,992.1,992.1,9360853
HDFCBANK,2025-12-23 18:30:00,993.0,999.4,993.0,997.2,997.2,13699996
HDFCBANK,2025-12-22 18:30:00,990.5,998.9,987.7,996.6,996.6,17927849
MCX,2025-12-28 18:30:00,11140.0,11219.0,10900.0,10937.0,10937.0,456467
MCX,2025-12-25 18:30:00,10887.0,11110.0,10808.0,11052.0,11052.0,408344
MCX,2025-12-23 18:30:00,10842.0,10934.0,10802.0,10825.0,10825.0,296705
MCX,2025-12-22 18:30:00,10859.0,10928.0,10737.0,10828.0,10828.0,499546
INFY,2025-12-28 18:30:00,1658.0,1673.1,1637.1,1644.7,1644.7,4062817
INFY,2025-12-25 18:30:00,1663.4,1668.8,1651.7,1656.1,1656.1,2006491
INFY,2025-12-23 18:30:00,1661.0,1667.6,1652.5,1663.4,1663.4,4271167
INFY,2025-12-22 18:30:00,1679.0,1679.0,1656.4,1668.3,1668.3,6593060
ICICIBANK,2025-12-28 18:30:00,1352.1,1355.7,1341.5,1343.3,1343.3,6057201
ICICIBANK,2025-12-25 18:30:00,1356.5,1362.0,1348.5,1350.4,1350.4,2812144
ICICIBANK,2025-12-23 18:30:00,1363.8,1368.2,1357.6,1359.8,1359.8,8955140
ICICIBANK,2025-12-22 18:30:00,1361.1,1365.0,1357.0,1363.0,1363.0,9105467
HAL,2025-12-28 18:30:00,4434.0,4458.2,4359.4,4374.3,4374.3,778626
HAL,2025-12-25 18:30:00,4445.0,4476.0,4401.1,4409.2,4409.2,690425
HAL,2025-12-23 18:30:00,4415.0,4460.0,4397.4,4421.3,4421.3,486359
HAL,2025-12-22 18:30:00,4400.0,4451.2,4368.5,4407.4,4407.4,587365
ADANIPORTS,2025-12-28 18:30:00,1487.1,1487.1,1451.0,1454.4,1454.4,1568472
ADANIPORTS,2025-12-25 18:30:00,1499.6,1501.4,1485.0,1487.1,1487.1,876540
ADANIPORTS,2025-12-23 18:30:00,1503.0,1507.2,1492.0,1494.3,1494.3,1318023
ADANIPORTS,2025-12-22 18:30:00,1508.7,1513.8,1491.2,1493.6,1493.6,928446
DIXON,2025-12-28 18:30:00,12344.0,12460.0,11821.0,11857.0,11857.0,1312587
DIXON,2025-12-25 18:30:00,12700.0,12711.0,12250.0,12328.0,12328.0,722112
DIXON,2025-12-23 18:30:00,12755.0,13180.0,12584.0,12629.0,12629.0,754957
DIXON,2025-12-22 18:30:00,12844.0,12909.0,12520.0,12832.0,12832.0,730977
TCS,2025-12-28 18:30:00,3280.0,3288.0,3242.9,3251.5,3251.5,2079473
TCS,2025-12-25 18:30:00,3313.1,3320.0,3271.8,3280.0,3280.0,1176664
TCS,2025-12-23 18:30:00,3304.1,3327.1,3296.1,3319.0,3319.0,1367708
TCS,2025-12-22 18:30:00,3319.9,3319.9,3293.5,3310.0,3310.0,2365420
KOTAKBANK,2025-12-28 18:30:00,2170.6,2181.8,2155.4,2158.6,2158.6,971796
KOTAKBANK,2025-12-25 18:30:00,2162.0,2173.6,2152.9,2164.2,2164.2,738349
KOTAKBANK,2025-12-23 18:30:00,2168.0,2178.2,2161.1,2163.7,2163.7,1558358
KOTAKBANK,2025-12-22 18:30:00,2152.5,2170.9,2149.7,2162.7,2162.7,1614163
TATASTEEL,2025-12-28 18:30:00,169.51,174.13,169.29,172.3,172.3,48001907
TATASTEEL,2025-12-25 18:30:00,169.89,169.9,167.82,169.12,169.12,16904834
TATASTEEL,2025-12-23 18:30:00,171.35,171.65,169.67,170.07,170.07,17430406
TATASTEEL,2025-12-22 18:30:00,170.0,170.0,170.0,170.9,170.9,1
TATASTEEL,2025-12-22 18:30:00,169.35,171.35,169.25,170.9,170.9,17348078
UNITDSPR,2025-12-28 18:30:00,1425.0,1435.0,1414.5,1429.7,1429.7,923624
UNITDSPR,2025-12-25 18:30:00,1422.1,1434.0,1416.1,1428.4,1428.4,578732
UNITDSPR,2025-12-23 18:30:00,1440.1,1444.6,1415.5,1422.1,1422.1,499655
UNITDSPR,2025-12-22 18:30:00,1433.8,1452.4,1426.3,1441.8,1441.8,386351
ADANIENSOL,2025-12-28 18:30:00,1020.3,1023.05,996.1,999.35,999.35,453491
ADANIENSOL,2025-12-25 18:30:00,996.1,1020.4,991.1,1015.3,1015.3,894166
ADANIENSOL,2025-12-23 18:30:00,996.25,1007.0,990.1,996.55,996.55,317485
ADANIENSOL,2025-12-22 18:30:00,1009.75,1013.85,988.3,994.6,994.6,597753
JSWSTEEL,2025-12-28 18:30:00,1100.0,1111.0,1089.4,1092.6,1092.6,3084525
JSWSTEEL,2025-12-25 18:30:00,1092.1,1099.7,1082.0,1094.4,1094.4,1317269
JSWSTEEL,2025-12-23 18:30:00,1099.5,1103.3,1088.1,1091.3,1091.3,806530
JSWSTEEL,2025-12-22 18:30:00,1095.0,1102.9,1092.0,1096.8,1096.8,961759
HINDALCO,2025-12-28 18:30:00,886.0,887.45,860.9,865.0,865.0,9836341
HINDALCO,2025-12-25 18:30:00,865.25,874.75,861.0,872.9,872.9,2334952
HINDALCO,2025-12-23 18:30:00,865.95,882.3,862.15,864.45,864.45,3683590
HINDALCO,2025-12-22 18:30:00,871.0,871.8,860.85,863.85,863.85,5452783
M&M,2025-12-28 18:30:00,3622.7,3640.2,3588.1,3592.1,3592.1,1034692
M&M,2025-12-25 18:30:00,3636.7,3647.0,3614.6,3623.1,3623.1,829910
M&M,2025-12-23 18:30:00,3624.6,3658.0,3612.1,3636.7,3636.7,842897
M&M,2025-12-22 18:30:00,3619.2,3637.5,3605.0,3625.1,3625.1,1413628
SHRIRAMFIN,2025-12-28 18:30:00,963.0,966.0,949.2,955.5,955.5,4897735
SHRIRAMFIN,2025-12-25 18:30:00,976.55,978.75,956.7,960.25,960.25,4739099
SHRIRAMFIN,2025-12-23 18:30:00,958.0,983.7,958.0,973.7,973.7,10574513
SHRIRAMFIN,2025-12-22 18:30:00,938.7,959.95,931.7,957.8,957.8,14632455
BAJAJFINSV,2025-12-28 18:30:00,2020.0,2026.4,1997.2,2012.1,2012.1,1415166
BAJAJFINSV,2025-12-25 18:30:00,2035.7,2035.7,2005.4,2017.6,2017.6,1755050
BAJAJFINSV,2025-12-23 18:30:00,2048.5,2064.5,2024.3,2035.7,2035.7,1344198
