symbol,date,open,high,low,close,adj_close,volume
BHARTIARTL,2025-03-16 18:30:00,1612.2,1648.4,1612.2,1639.15,1639.15,6405525
BHARTIARTL,2025-03-12 18:30:00,1650.8,1656.9,1629.6,1632.5,1632.5,8317331
BHARTIARTL,2025-03-11 18:30:00,1690.0,1716.65,1634.0,1642.85,1642.85,9907628
BHARTIARTL,2025-03-10 18:30:00,1630.0,1676.4,1624.05,1662.95,1662.95,6078564
SBIN,2025-03-16 18:30:00,728.9,731.25,722.3,723.15,723.15,5149565
SBIN,2025-03-12 18:30:00,725.9,731.45,724.5,727.85,727.85,5908337
SBIN,2025-03-11 18:30:00,730.6,737.0,719.05,723.05,723.05,5547762
SBIN,2025-03-10 18:30:00,724.9,734.05,722.7,729.85,729.85,5538789
ADANIENT,2025-03-16 18:30:00,2200.0,2286.9,2198.0,2252.7,2252.7,927737
ADANIENT,2025-03-12 18:30:00,2249.0,2273.0,2215.6,2221.1,2221.1,750310
ADANIENT,2025-03-11 18:30:00,2270.0,2280.0,2180.95,2241.8,2241.8,1049076
ADANIENT,2025-03-10 18:30:00,2223.15,2267.85,2208.3,2250.6,2250.6,947079
TMPV,2025-03-16 18:30:00,665.05,666.45,657.45,661.05,661.05,9174408
TMPV,2025-03-12 18:30:00,670.65,671.85,649.6,655.5,655.5,14004345
TMPV,2025-03-11 18:30:00,654.5,671.9,652.25,668.3,668.3,18732785
TMPV,2025-03-10 18:30:00,640.0,651.15,638.45,648.05,648.05,9534750
RELIANCE,2025-03-16 18:30:00,1242.15,1257.4,1233.1,1238.85,1238.85,16640952
RELIANCE,2025-03-12 18:30:00,1260.05,1264.15,1243.85,1247.9,1247.9,9505270
RELIANCE,2025-03-11 18:30:00,1258.0,1263.0,1244.0,1257.05,1257.05,11977555
RELIANCE,2025-03-10 18:30:00,1240.0,1249.5,1229.75,1247.3,1247.3,10089838
MUTHOOTFIN,2025-03-16 18:30:00,2232.0,2308.0,2232.0,2290.2,2290.2,1684309
MUTHOOTFIN,2025-03-12 18:30:00,2204.95,2204.95,2155.55,2196.35,2196.35,448206
MUTHOOTFIN,2025-03-11 18:30:00,2205.0,2217.0,2182.3,2209.0,2209.0,400262
MUTHOOTFIN,2025-03-10 18:30:00,2174.4,2196.8,2154.85,2184.6,2184.6,369344
BSE,2025-03-16 18:30:00,3969.6,4025.0,3901.0,3962.35,3962.35,2909132
BSE,2025-03-12 18:30:00,4014.4,4059.35,3900.0,3926.25,3926.25,3770603
BSE,2025-03-11 18:30:00,3865.0,4068.9,3865.0,4014.4,4014.4,6327755
BSE,2025-03-10 18:30:00,3920.0,3978.95,3682.0,3809.75,3809.75,7262591
ADANIGREEN,2025-03-16 18:30:00,873.65,908.45,868.85,896.45,896.45,5903492
ADANIGREEN,2025-03-12 18:30:00,874.0,896.85,858.0,873.65,873.65,11779180
ADANIGREEN,2025-03-11 18:30:00,834.4,858.0,806.35,853.45,853.45,4826264
ADANIGREEN,2025-03-10 18:30:00,819.25,834.35,810.6,824.2,824.2,3495317
HDFCBANK,2025-03-16 18:30:00,1705.0,1724.0,1705.0,1710.4,1710.4,9475957
HDFCBANK,2025-03-12 18:30:00,1716.05,1720.8,1700.05,1706.6,1706.6,7868132
HDFCBANK,2025-03-11 18:30:00,1691.55,1718.5,1691.55,1711.15,1711.15,9392053
HDFCBANK,2025-03-10 18:30:00,1682.4,1694.0,1670.05,1685.5,1685.5,9949215
MCX,2025-03-16 18:30:00,4850.0,5056.3,4804.0,4960.0,4960.0,842165
MCX,2025-03-12 18:30:00,4775.0,4850.0,4640.0,4808.45,4808.45,394489
MCX,2025-03-11 18:30:00,4724.9,4795.0,4656.1,4773.45,4773.45,344841
MCX,2025-03-10 18:30:00,4452.35,4707.1,4408.15,4686.4,4686.4,493778
INFY,2025-03-16 18:30:00,1545.15,1594.0,1545.15,1590.05,1590.05,7526032
INFY,2025-03-12 18:30:00,1599.25,1606.05,1570.3,1579.85,1579.85,7822888
INFY,2025-03-11 18:30:00,1574.0,1574.0,1574.0,1574.0,1574.0,2984056
INFY,2025-03-11 18:30:00,1636.9,1636.9,1563.8,1590.85,1590.85,14870008
INFY,2025-03-10 18:30:00,1680.0,1680.0,1637.05,1661.6,1661.6,12671234
INFY,2025-03-10 18:30:00,1657.0,1657.0,1657.0,1657.0,1657.0,2984057
ICICIBANK,2025-03-16 18:30:00,1257.05,1273.95,1254.75,1269.0,1269.0,11164882
ICICIBANK,2025-03-12 18:30:00,1251.05,1255.6,1245.3,1250.05,1250.05,8132940
ICICIBANK,2025-03-11 18:30:00,1246.95,1251.95,1235.3,1243.95,1243.95,11548372
ICICIBANK,2025-03-10 18:30:00,1217.2,1248.0,1217.2,1245.4,1245.4,10927950
HAL,2025-03-16 18:30:00,3400.0,3484.0,3399.0,3439.9,3439.9,1130061
HAL,2025-03-12 18:30:00,3435.0,3485.6,3390.85,3396.15,3396.15,1229721
HAL,2025-03-11 18:30:00,3470.0,3494.25,3388.25,3415.4,3415.4,1076349
HAL,2025-03-10 18:30:00,3390.65,3471.0,3355.0,3459.85,3459.85,1502808
ADANIPORTS,2025-03-16 18:30:00,1114.8,1148.55,1111.2,1137.15,1137.15,1489541
ADANIPORTS,2025-03-12 18:30:00,1135.0,1139.45,1115.05,1119.2,1119.2,1358839
ADANIPORTS,2025-03-11 18:30:00,1139.0,1155.15,1105.0,1128.3,1128.3,2842848
ADANIPORTS,2025-03-10 18:30:00,1137.3,1145.9,1124.4,1135.0,1135.0,2399428
DIXON,2025-03-16 18:30:00,13144.85,13510.0,13054.6,13098.2,13098.2,281188
DIXON,2025-03-12 18:30:00,13144.95,13598.0,12992.25,13324.05,13324.05,368138
DIXON,2025-03-11 18:30:00,13240.0,13385.2,12762.0,13078.95,13078.95,349680
DIXON,2025-03-10 18:30:00,12925.1,13375.7,12750.1,13298.9,13298.9,434133
TCS,2025-03-16 18:30:00,3489.0,3530.45,3477.35,3497.7,3497.7,2690906
TCS,2025-03-12 18:30:00,3502.3,3524.3,3484.1,3511.05,3511.05,1693004
TCS,2025-03-11 18:30:00,3565.0,3569.25,3486.85,3506.2,3506.2,3174167
TCS,2025-03-10 18:30:00,3558.0,3588.75,3537.65,3575.3,3575.3,1995450
KOTAKBANK,2025-03-16 18:30:00,1980.1,1998.85,1974.25,1993.1,1993.1,3170929
KOTAKBANK,2025-03-12 18:30:00,1975.7,1993.35,1969.55,1985.1,1985.1,4925794
KOTAKBANK,2025-03-11 18:30:00,1940.0,1997.7,1938.0,1982.55,1982.55,6704494
KOTAKBANK,2025-03-10 18:30:00,1923.0,1944.0,1904.45,1935.2,1935.2,3207052
TATASTEEL,2025-03-16 18:30:00,151.99,152.64,150.9,151.81,151.81,35879781
TATASTEEL,2025-03-12 18:30:00,152.0,153.56,150.02,150.88,150.88,48286431
TATASTEEL,2025-03-11 18:30:00,151.0,152.28,147.7,150.3,150.3,26377549
TATASTEEL,2025-03-10 18:30:00,148.1,151.7,148.0,150.75,150.75,35916900
UNITDSPR,2025-03-16 18:30:00,1364.0,1365.25,1339.0,1353.05,1353.05,546482
UNITDSPR,2025-03-12 18:30:00,1344.0,1362.4,1332.25,1353.7,1353.7,441272
UNITDSPR,2025-03-11 18:30:00,1320.45,1338.95,1311.7,1336.25,1336.25,598766
UNITDSPR,2025-03-10 18:30:00,1310.95,1326.35,1301.0,1319.85,1319.85,302563
ADANIENSOL,2025-03-16 18:30:00,779.8,801.15,776.8,795.05,795.05,1850753
ADANIENSOL,2025-03-12 18:30:00,783.8,795.95,776.85,783.2,783.2,2201144
ADANIENSOL,2025-03-11 18:30:00,765.0,784.9,744.05,781.75,781.75,2734197
ADANIENSOL,2025-03-10 18:30:00,745.0,768.0,742.0,761.05,761.05,2785862
JSWSTEEL,2025-03-16 18:30:00,1007.55,1015.45,1000.15,1005.7,1005.7,1522656
JSWSTEEL,2025-03-12 18:30:00,1014.9,1016.45,998.8,1001.2,1001.2,1218174
JSWSTEEL,2025-03-11 18:30:00,1024.7,1024.95,994.1,1010.4,1010.4,1263600
JSWSTEEL,2025-03-10 18:30:00,1003.85,1021.0,1001.45,1018.65,1018.65,1595868
HINDALCO,2025-03-16 18:30:00,678.25,687.5,677.85,680.75,680.75,4033133
HINDALCO,2025-03-12 18:30:00,690.2,692.95,673.25,677.35,677.35,4877884
HINDALCO,2025-03-11 18:30:00,700.0,702.0,683.8,689.85,689.85,5219333
HINDALCO,2025-03-10 18:30:00,684.0,699.0,676.8,695.5,695.5,5262297
M&M,2025-03-16 18:30:00,2635.0,2727.05,2635.0,2705.15,2705.15,2527623
M&M,2025-03-12 18:30:00,2677.1,2686.35,2618.3,2643.5,2643.5,2446428
M&M,2025-03-11 18:30:00,2645.6,2678.0,2636.1,2653.3,2653.3,3447155
M&M,2025-03-10 18:30:00,2684.75,2685.0,2613.15,2645.6,2645.6,3616140
SHRIRAMFIN,2025-03-16 18:30:00,613.4,629.5,613.4,623.25,623.25,4548325
SHRIRAMFIN,2025-03-12 18:30:00,638.0,644.0,617.5,619.55,619.55,5273706
SHRIRAMFIN,2025-03-11 18:30:00,639.0,647.25,629.1,636.95,636.95,5378060
SHRIRAMFIN,2025-03-10 18:30:00,624.2,640.0,615.55,638.25,638.25,6734891
BAJAJFINSV,2025-03-16 18:30:00,1820.0,1880.9,1797.15,1871.6,1871.6,6994838
BAJAJFINSV,2025-03-12 18:30:00,1828.0,1840.0,1803.15,1807.45,1807.45,1333932
BAJAJFINSV,2025-03-11 18:30:00,1814.0,1824.35,1800.0,1819.45,1819.45,1196955
BAJAJFINSV,2025-03-10 18:30:00,1830.0,1836.85,1788.25,1805.4,1805.4,2298735
HINDPETRO,2025-03-16 18:30:00,325.85,330.4,323.7,325.5,325.5,5417463
HINDPETRO,2025-03-12 18:30:00,327.35,328.4,323.0,323.7,323.7,4696394
HINDPETRO,2025-03-11 18:30:00,334.55,343.0,325.8,327.35,327.35,8497676
HINDPETRO,2025-03-10 18:30:00,324.0,333.9,320.5,329.7,329.7,6272107
ATGL,2025-03-16 18:30:00,602.0,609.95,598.2,603.35,603.35,746787
ATGL,2025-03-12 18:30:00,605.0,619.75,598.2,604.35,604.35,1166429
ATGL,2025-03-11 18:30:00,600.95,605.8,580.9,600.5,600.5,656356
ATGL,2025-03-10 18:30:00,600.0,608.3,592.8,597.2,597.2,676878
GRASIM,2025-03-16 18:30:00,2381.75,2404.5,2370.85,2399.35,2399.35,646728
GRASIM,2025-03-12 18:30:00,2402.0,2411.8,2363.3,2370.2,2370.2,479648
GRASIM,2025-03-11 18:30:00,2413.55,2438.9,2367.6,2398.9,2398.9,561893
GRASIM,2025-03-10 18:30:00,2372.0,2425.0,2363.95,2413.55,2413.55,445250
LUPIN,2025-03-16 18:30:00,1965.5,2011.0,1961.0,1991.85,1991.85,550930
LUPIN,2025-03-12 18:30:00,1978.0,1983.25,1950.55,1968.45,1968.45,374359
LUPIN,2025-03-11 18:30:00,1976.1,1986.5,1937.4,1966.7,1966.7,576820
LUPIN,2025-03-10 18:30:00,2007.8,2007.9,1967.0,1976.1,1976.1,805222
AXISBANK,2025-03-16 18:30:00,1011.1,1039.0,1011.1,1034.15,1034.15,5938668
AXISBANK,2025-03-12 18:30:00,1015.0,1016.0,1005.1,1010.2,1010.2,4004140
AXISBANK,2025-03-11 18:30:00,1025.2,1029.8,999.2,1011.2,1011.2,7504702
AXISBANK,2025-03-10 18:30:00,1030.4,1036.8,1021.1,1025.65,1025.65,4771085
PERSISTENT,2025-03-16 18:30:00,5125.75,5218.35,5034.8,5167.3,5167.3,840748
PERSISTENT,2025-03-12 18:30:00,5170.2,5241.35,5075.0,5125.75,5125.75,401647
PERSISTENT,2025-03-11 18:30:00,5232.0,5273.4,5033.0,5185.2,5185.2,542214
PERSISTENT,2025-03-10 18:30:00,5105.0,5267.0,4989.95,5239.95,5239.95,405424
BIOCON,2025-03-16 18:30:00,324.8,333.9,323.55,333.25,333.25,2440747
BIOCON,2025-03-12 18:30:00,326.0,326.5,321.5,323.05,323.05,1439684
BIOCON,2025-03-11 18:30:00,328.15,330.9,323.4,325.1,325.1,1782978
BIOCON,2025-03-10 18:30:00,325.2,331.2,322.95,328.9,328.9,1517485
TITAN,2025-03-16 18:30:00,2985.05,3036.4,2985.05,3017.35,3017.35,632348
TITAN,2025-03-12 18:30:00,3019.4,3049.5,3000.3,3010.15,3010.15,785215
