week_date,portfolio_nav,weekly_return_pct,cumulative_return_pct,benchmark_level,benchmark_weekly_return_pct,benchmark_cumulative_return_pct,active_return_weekly_pct,active_return_cumulative_pct,num_holdings,cash_pct,num_buys,num_sells,turnover_pct,transaction_cost_inr
2021-12-31,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-01-07,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-01-14,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-01-21,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-01-28,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-02-04,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-02-11,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-02-18,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-02-25,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-03-04,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-03-11,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-03-18,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-03-25,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-04-01,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-04-08,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-04-15,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-04-22,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-04-29,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-05-06,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-05-13,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-05-20,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-05-27,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-06-03,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-06-10,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-06-17,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-06-24,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-07-01,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-07-08,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-07-15,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-07-22,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-07-29,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-08-05,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-08-12,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-08-19,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-08-26,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-09-02,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-09-09,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-09-16,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-09-23,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-09-30,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-10-07,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-10-14,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-10-21,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-10-28,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-11-04,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-11-11,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-11-18,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-11-25,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-12-02,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-12-09,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-12-16,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-12-23,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2022-12-30,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2023-01-06,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2023-01-13,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2023-01-20,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
